fecha;anio;mes;region_nombre;region_cod;tipo;precio_pesos;tamanio,
01/01/2000;2000;1;Región Metropolitana de Santiago;13;CATALITICO;2.372,00;5 kg
01/01/2000;2000;1;Región Metropolitana de Santiago;13;CORRIENTE;2.317,00;5 kg
02/02/2000;2000;2;Región Metropolitana de Santiago;13;CATALITICO;2.387,00;5 kg
02/02/2000;2000;2;Región Metropolitana de Santiago;13;CORRIENTE;2.359,00;5 kg
05/03/2000;2000;3;Región Metropolitana de Santiago;13;CATALITICO;2.396,00;5 kg
05/03/2000;2000;3;Región Metropolitana de Santiago;13;CORRIENTE;2.369,00;5 kg
06/04/2000;2000;4;Región Metropolitana de Santiago;13;CATALITICO;2.563,00;5 kg
06/04/2000;2000;4;Región Metropolitana de Santiago;13;CORRIENTE;2.515,00;5 kg
08/05/2000;2000;5;Región Metropolitana de Santiago;13;CATALITICO;2.665,00;5 kg
08/05/2000;2000;5;Región Metropolitana de Santiago;13;CORRIENTE;2.612,00;5 kg
09/06/2000;2000;6;Región Metropolitana de Santiago;13;CATALITICO;2.690,00;5 kg
09/06/2000;2000;6;Región Metropolitana de Santiago;13;CORRIENTE;2.612,00;5 kg
11/07/2000;2000;7;Región Metropolitana de Santiago;13;CATALITICO;2.836,00;5 kg
11/07/2000;2000;7;Región Metropolitana de Santiago;13;CORRIENTE;2.746,00;5 kg
12/08/2000;2000;8;Región Metropolitana de Santiago;13;CATALITICO;2.846,00;5 kg
12/08/2000;2000;8;Región Metropolitana de Santiago;13;CORRIENTE;2.749,00;5 kg
13/09/2000;2000;9;Región Metropolitana de Santiago;13;CATALITICO;2.844,00;5 kg
13/09/2000;2000;9;Región Metropolitana de Santiago;13;CORRIENTE;2.750,00;5 kg
15/10/2000;2000;10;Región Metropolitana de Santiago;13;CATALITICO;2.817,00;5 kg
15/10/2000;2000;10;Región Metropolitana de Santiago;13;CORRIENTE;2.737,00;5 kg
16/11/2000;2000;11;Región Metropolitana de Santiago;13;CATALITICO;3.096,00;5 kg
16/11/2000;2000;11;Región Metropolitana de Santiago;13;CORRIENTE;3.063,00;5 kg
18/12/2000;2000;12;Región Metropolitana de Santiago;13;CATALITICO;3.059,00;5 kg
18/12/2000;2000;12;Región Metropolitana de Santiago;13;CORRIENTE;3.003,00;5 kg
01/01/2001;2001;1;Región Metropolitana de Santiago;13;CATALITICO;3.375,00;5 kg
01/01/2001;2001;1;Región Metropolitana de Santiago;13;CORRIENTE;3.336,00;5 kg
01/02/2001;2001;2;Región Metropolitana de Santiago;13;CATALITICO;3.291,00;5 kg
01/02/2001;2001;2;Región Metropolitana de Santiago;13;CORRIENTE;3.268,00;5 kg
01/03/2001;2001;3;Región Metropolitana de Santiago;13;CATALITICO;3.071,00;5 kg
01/03/2001;2001;3;Región Metropolitana de Santiago;13;CORRIENTE;3.020,00;5 kg
01/04/2001;2001;4;Región Metropolitana de Santiago;13;CATALITICO;3.048,00;5 kg
01/04/2001;2001;4;Región Metropolitana de Santiago;13;CORRIENTE;2.992,10;5 kg
01/05/2001;2001;5;Región Metropolitana de Santiago;13;CATALITICO;3.116,00;5 kg
01/05/2001;2001;5;Región Metropolitana de Santiago;13;CORRIENTE;3.045,10;5 kg
01/06/2001;2001;6;Región Metropolitana de Santiago;13;CATALITICO;3.084,00;5 kg
01/06/2001;2001;6;Región Metropolitana de Santiago;13;CORRIENTE;2.977,40;5 kg
01/07/2001;2001;7;Región Metropolitana de Santiago;13;CATALITICO;2.950,00;5 kg
01/07/2001;2001;7;Región Metropolitana de Santiago;13;CORRIENTE;2.888,90;5 kg
01/08/2001;2001;8;Región Metropolitana de Santiago;13;CATALITICO;3.002,00;5 kg
01/08/2001;2001;8;Región Metropolitana de Santiago;13;CORRIENTE;2.915,00;5 kg
01/09/2001;2001;9;Región Metropolitana de Santiago;13;CATALITICO;3.010,00;5 kg
01/09/2001;2001;9;Región Metropolitana de Santiago;13;CORRIENTE;2.939,00;5 kg
01/10/2001;2001;10;Región Metropolitana de Santiago;13;CATALITICO;3.019,00;5 kg
01/10/2001;2001;10;Región Metropolitana de Santiago;13;CORRIENTE;2.971,00;5 kg
01/11/2001;2001;11;Región Metropolitana de Santiago;13;CATALITICO;3.017,00;5 kg
01/11/2001;2001;11;Región Metropolitana de Santiago;13;CORRIENTE;2.951,00;5 kg
01/12/2001;2001;12;Región Metropolitana de Santiago;13;CATALITICO;2.906,00;5 kg
01/12/2001;2001;12;Región Metropolitana de Santiago;13;CORRIENTE;2.817,00;5 kg
01/01/2002;2002;1;Región Metropolitana de Santiago;13;CATALITICO;2.843,00;5 kg
01/01/2002;2002;1;Región Metropolitana de Santiago;13;CORRIENTE;2.747,00;5 kg
01/02/2002;2002;2;Región Metropolitana de Santiago;13;CATALITICO;2.770,00;5 kg
01/02/2002;2002;2;Región Metropolitana de Santiago;13;CORRIENTE;2.731,00;5 kg
01/03/2002;2002;3;Región Metropolitana de Santiago;13;CATALITICO;2.773,00;5 kg
01/03/2002;2002;3;Región Metropolitana de Santiago;13;CORRIENTE;2.732,00;5 kg
01/04/2002;2002;4;Región Metropolitana de Santiago;13;CATALITICO;2.911,00;5 kg
01/04/2002;2002;4;Región Metropolitana de Santiago;13;CORRIENTE;2.858,00;5 kg
01/05/2002;2002;5;Región Metropolitana de Santiago;13;CATALITICO;2.949,00;5 kg
01/05/2002;2002;5;Región Metropolitana de Santiago;13;CORRIENTE;2.895,00;5 kg
01/06/2002;2002;6;Región Metropolitana de Santiago;13;CATALITICO;2.971,00;5 kg
01/06/2002;2002;6;Región Metropolitana de Santiago;13;CORRIENTE;2.906,00;5 kg
01/07/2002;2002;7;Región Metropolitana de Santiago;13;CATALITICO;3.004,00;5 kg
01/07/2002;2002;7;Región Metropolitana de Santiago;13;CORRIENTE;2.950,00;5 kg
01/08/2002;2002;8;Región Metropolitana de Santiago;13;CATALITICO;3.032,00;5 kg
01/08/2002;2002;8;Región Metropolitana de Santiago;13;CORRIENTE;2.942,00;5 kg
01/09/2002;2002;9;Región Metropolitana de Santiago;13;CATALITICO;3.166,00;5 kg
01/09/2002;2002;9;Región Metropolitana de Santiago;13;CORRIENTE;3.099,00;5 kg
01/10/2002;2002;10;Región Metropolitana de Santiago;13;CATALITICO;3.263,00;5 kg
01/10/2002;2002;10;Región Metropolitana de Santiago;13;CORRIENTE;3.204,00;5 kg
01/11/2002;2002;11;Región Metropolitana de Santiago;13;CATALITICO;3.255,00;5 kg
01/11/2002;2002;11;Región Metropolitana de Santiago;13;CORRIENTE;3.211,00;5 kg
01/12/2002;2002;12;Región Metropolitana de Santiago;13;CATALITICO;3.175,00;5 kg
01/12/2002;2002;12;Región Metropolitana de Santiago;13;CORRIENTE;3.131,00;5 kg
01/01/2003;2003;1;Región Metropolitana de Santiago;13;CATALITICO;3.266,00;5 kg
01/01/2003;2003;1;Región Metropolitana de Santiago;13;CORRIENTE;3.216,00;5 kg
01/02/2003;2003;2;Región Metropolitana de Santiago;13;CATALITICO;3.376,00;5 kg
01/02/2003;2003;2;Región Metropolitana de Santiago;13;CORRIENTE;3.337,00;5 kg
01/03/2003;2003;3;Región Metropolitana de Santiago;13;CATALITICO;3.696,00;5 kg
01/03/2003;2003;3;Región Metropolitana de Santiago;13;CORRIENTE;3.627,00;5 kg
01/04/2003;2003;4;Región Metropolitana de Santiago;13;CATALITICO;3.547,00;5 kg
01/04/2003;2003;4;Región Metropolitana de Santiago;13;CORRIENTE;3.462,00;5 kg
01/05/2003;2003;5;Región Metropolitana de Santiago;13;CATALITICO;3.395,00;5 kg
01/05/2003;2003;5;Región Metropolitana de Santiago;13;CORRIENTE;3.305,00;5 kg
01/06/2003;2003;6;Región Metropolitana de Santiago;13;CATALITICO;3.515,00;5 kg
01/06/2003;2003;6;Región Metropolitana de Santiago;13;CORRIENTE;3.422,00;5 kg
01/07/2003;2003;7;Región Metropolitana de Santiago;13;CATALITICO;3.479,00;5 kg
01/07/2003;2003;7;Región Metropolitana de Santiago;13;CORRIENTE;3.404,00;5 kg
01/08/2003;2003;8;Región Metropolitana de Santiago;13;CATALITICO;3.459,00;5 kg
01/08/2003;2003;8;Región Metropolitana de Santiago;13;CORRIENTE;3.363,00;5 kg
01/09/2003;2003;9;Región Metropolitana de Santiago;13;CATALITICO;3.458,00;5 kg
01/09/2003;2003;9;Región Metropolitana de Santiago;13;CORRIENTE;3.369,00;5 kg
01/10/2003;2003;10;Región Metropolitana de Santiago;13;CATALITICO;3.270,00;5 kg
01/10/2003;2003;10;Región Metropolitana de Santiago;13;CORRIENTE;3.216,00;5 kg
01/11/2003;2003;11;Región Metropolitana de Santiago;13;CATALITICO;3.348,00;5 kg
01/11/2003;2003;11;Región Metropolitana de Santiago;13;CORRIENTE;3.238,00;5 kg
01/12/2003;2003;12;Región Metropolitana de Santiago;13;CATALITICO;3.387,00;5 kg
01/12/2003;2003;12;Región Metropolitana de Santiago;13;CORRIENTE;3.244,00;5 kg
01/01/2004;2004;1;Región Metropolitana de Santiago;13;CATALITICO;3.402,00;5 kg
01/01/2004;2004;1;Región Metropolitana de Santiago;13;CORRIENTE;3.285,00;5 kg
02/02/2004;2004;2;Región Metropolitana de Santiago;13;CATALITICO;3.520,00;5 kg
02/02/2004;2004;2;Región Metropolitana de Santiago;13;CORRIENTE;3.402,00;5 kg
02/03/2004;2004;3;Región Metropolitana de Santiago;13;CATALITICO;3.465,00;5 kg
02/03/2004;2004;3;Región Metropolitana de Santiago;13;CORRIENTE;3.410,00;5 kg
02/04/2004;2004;4;Región Metropolitana de Santiago;13;CATALITICO;3.513,00;5 kg
02/04/2004;2004;4;Región Metropolitana de Santiago;13;CORRIENTE;3.362,00;5 kg
01/05/2004;2004;5;Región Metropolitana de Santiago;13;CATALITICO;3.519,00;5 kg
01/05/2004;2004;5;Región Metropolitana de Santiago;13;CORRIENTE;3.431,00;5 kg
01/06/2004;2004;6;Región Metropolitana de Santiago;13;CATALITICO;3.694,00;5 kg
01/06/2004;2004;6;Región Metropolitana de Santiago;13;CORRIENTE;3.587,00;5 kg
01/07/2004;2004;7;Región Metropolitana de Santiago;13;CATALITICO;3.690,00;5 kg
01/07/2004;2004;7;Región Metropolitana de Santiago;13;CORRIENTE;3.601,00;5 kg
01/08/2004;2004;8;Región Metropolitana de Santiago;13;CATALITICO;3.894,00;5 kg
01/08/2004;2004;8;Región Metropolitana de Santiago;13;CORRIENTE;3.776,00;5 kg
01/09/2004;2004;9;Región Metropolitana de Santiago;13;CATALITICO;3.994,00;5 kg
01/09/2004;2004;9;Región Metropolitana de Santiago;13;CORRIENTE;3.885,00;5 kg
01/10/2004;2004;10;Región Metropolitana de Santiago;13;CATALITICO;3.919,00;5 kg
01/10/2004;2004;10;Región Metropolitana de Santiago;13;CORRIENTE;3.819,00;5 kg
01/11/2004;2004;11;Región Metropolitana de Santiago;13;CATALITICO;4.072,00;5 kg
01/11/2004;2004;11;Región Metropolitana de Santiago;13;CORRIENTE;3.993,00;5 kg
01/12/2004;2004;12;Región Metropolitana de Santiago;13;CATALITICO;3.881,00;5 kg
01/12/2004;2004;12;Región Metropolitana de Santiago;13;CORRIENTE;3.786,00;5 kg
01/01/2005;2005;1;Región Metropolitana de Santiago;13;CATALITICO;3.721,00;5 kg
01/01/2005;2005;1;Región Metropolitana de Santiago;13;CORRIENTE;3.678,00;5 kg
01/02/2005;2005;2;Región Metropolitana de Santiago;13;CATALITICO;3.660,00;5 kg
01/02/2005;2005;2;Región Metropolitana de Santiago;13;CORRIENTE;3.628,00;5 kg
01/03/2005;2005;3;Región Metropolitana de Santiago;13;CATALITICO;3.689,00;5 kg
01/03/2005;2005;3;Región Metropolitana de Santiago;13;CORRIENTE;3.641,00;5 kg
01/04/2005;2005;4;Región Metropolitana de Santiago;13;CATALITICO;4.022,00;5 kg
01/04/2005;2005;4;Región Metropolitana de Santiago;13;CORRIENTE;3.983,00;5 kg
01/01/2000;2000;1;Región de Tarapacá;1;CORRIENTE;2.216,00;5 kg
02/02/2000;2000;2;Región de Tarapacá;1;CORRIENTE;2.216,00;5 kg
05/03/2000;2000;3;Región de Tarapacá;1;CORRIENTE;2.298,00;5 kg
06/04/2000;2000;4;Región de Tarapacá;1;CORRIENTE;2.298,00;5 kg
08/05/2000;2000;5;Región de Tarapacá;1;CORRIENTE;2.507,00;5 kg
09/06/2000;2000;6;Región de Tarapacá;1;CORRIENTE;2.507,00;5 kg
11/07/2000;2000;7;Región de Tarapacá;1;CORRIENTE;2.520,00;5 kg
12/08/2000;2000;8;Región de Tarapacá;1;CORRIENTE;2.525,00;5 kg
13/09/2000;2000;9;Región de Tarapacá;1;CORRIENTE;2.525,00;5 kg
15/10/2000;2000;10;Región de Tarapacá;1;CORRIENTE;2.525,00;5 kg
16/11/2000;2000;11;Región de Tarapacá;1;CORRIENTE;2.829,00;5 kg
18/12/2000;2000;12;Región de Tarapacá;1;CORRIENTE;2.881,00;5 kg
01/01/2001;2001;1;Región de Tarapacá;1;CORRIENTE;3.465,00;5 kg
01/02/2001;2001;2;Región de Tarapacá;1;CORRIENTE;3.185,00;5 kg
01/03/2001;2001;3;Región de Tarapacá;1;CORRIENTE;2.835,00;5 kg
01/04/2001;2001;4;Región de Tarapacá;1;CORRIENTE;2.843,00;5 kg
01/05/2001;2001;5;Región de Tarapacá;1;CORRIENTE;2.893,00;5 kg
01/06/2001;2001;6;Región de Tarapacá;1;CORRIENTE;2.815,00;5 kg
01/07/2001;2001;7;Región de Tarapacá;1;CORRIENTE;2.708,00;5 kg
01/08/2001;2001;8;Región de Tarapacá;1;CORRIENTE;2.765,00;5 kg
01/09/2001;2001;9;Región de Tarapacá;1;CORRIENTE;2.788,00;5 kg
01/10/2001;2001;10;Región de Tarapacá;1;CORRIENTE;2.873,00;5 kg
01/11/2001;2001;11;Región de Tarapacá;1;CORRIENTE;2.843,00;5 kg
01/12/2001;2001;12;Región de Tarapacá;1;CORRIENTE;2.843,00;5 kg
01/01/2002;2002;1;Región de Tarapacá;1;CORRIENTE;2.663,00;5 kg
01/02/2002;2002;2;Región de Tarapacá;1;CORRIENTE;2.665,00;5 kg
01/03/2002;2002;3;Región de Tarapacá;1;CORRIENTE;2.673,00;5 kg
01/04/2002;2002;4;Región de Tarapacá;1;CATALITICO;3.288,00;5 kg
01/04/2002;2002;4;Región de Tarapacá;1;CORRIENTE;2.893,00;5 kg
01/05/2002;2002;5;Región de Tarapacá;1;CATALITICO;3.298,00;5 kg
01/05/2002;2002;5;Región de Tarapacá;1;CORRIENTE;2.900,00;5 kg
01/06/2002;2002;6;Región de Tarapacá;1;CATALITICO;3.345,00;5 kg
01/06/2002;2002;6;Región de Tarapacá;1;CORRIENTE;2.923,00;5 kg
01/07/2002;2002;7;Región de Tarapacá;1;CATALITICO;3.368,00;5 kg
01/07/2002;2002;7;Región de Tarapacá;1;CORRIENTE;2.958,00;5 kg
01/08/2002;2002;8;Región de Tarapacá;1;CATALITICO;3.368,00;5 kg
01/08/2002;2002;8;Región de Tarapacá;1;CORRIENTE;2.953,00;5 kg
01/09/2002;2002;9;Región de Tarapacá;1;CATALITICO;3.440,00;5 kg
01/09/2002;2002;9;Región de Tarapacá;1;CORRIENTE;3.048,00;5 kg
01/10/2002;2002;10;Región de Tarapacá;1;CATALITICO;3.768,00;5 kg
01/10/2002;2002;10;Región de Tarapacá;1;CORRIENTE;3.323,00;5 kg
01/11/2002;2002;11;Región de Tarapacá;1;CATALITICO;3.808,00;5 kg
01/11/2002;2002;11;Región de Tarapacá;1;CORRIENTE;3.350,00;5 kg
01/12/2002;2002;12;Región de Tarapacá;1;CATALITICO;3.738,00;5 kg
01/12/2002;2002;12;Región de Tarapacá;1;CORRIENTE;3.300,00;5 kg
01/01/2003;2003;1;Región de Tarapacá;1;CATALITICO;3.770,00;5 kg
01/01/2003;2003;1;Región de Tarapacá;1;CORRIENTE;3.353,00;5 kg
01/02/2003;2003;2;Región de Tarapacá;1;CORRIENTE;3.398,00;5 kg
01/03/2003;2003;3;Región de Tarapacá;1;CORRIENTE;3.783,00;5 kg
01/04/2003;2003;4;Región de Tarapacá;1;CORRIENTE;3.618,00;5 kg
01/05/2003;2003;5;Región de Tarapacá;1;CORRIENTE;3.460,00;5 kg
01/06/2003;2003;6;Región de Tarapacá;1;CORRIENTE;3.608,00;5 kg
01/07/2003;2003;7;Región de Tarapacá;1;CORRIENTE;3.563,00;5 kg
01/08/2003;2003;8;Región de Tarapacá;1;CORRIENTE;3.540,00;5 kg
01/09/2003;2003;9;Región de Tarapacá;1;CORRIENTE;3.600,00;5 kg
01/10/2003;2003;10;Región de Tarapacá;1;CORRIENTE;3.503,00;5 kg
01/11/2003;2003;11;Región de Tarapacá;1;CORRIENTE;3.490,00;5 kg
01/12/2003;2003;12;Región de Tarapacá;1;CORRIENTE;3.490,00;5 kg
01/01/2004;2004;1;Región de Tarapacá;1;CORRIENTE;3.585,00;5 kg
02/02/2004;2004;2;Región de Tarapacá;1;CORRIENTE;3.840,00;5 kg
02/03/2004;2004;3;Región de Tarapacá;1;CORRIENTE;3.723,00;5 kg
02/04/2004;2004;4;Región de Tarapacá;1;CORRIENTE;3.595,00;5 kg
01/05/2004;2004;5;Región de Tarapacá;1;CORRIENTE;3.595,00;5 kg
01/06/2004;2004;6;Región de Tarapacá;1;CORRIENTE;4.005,00;5 kg
01/07/2004;2004;7;Región de Tarapacá;1;CORRIENTE;3.923,00;5 kg
01/08/2004;2004;8;Región de Tarapacá;1;CORRIENTE;4.183,00;5 kg
01/09/2004;2004;9;Región de Tarapacá;1;CORRIENTE;4.225,00;5 kg
01/10/2004;2004;10;Región de Tarapacá;1;CORRIENTE;4.230,00;5 kg
01/11/2004;2004;11;Región de Tarapacá;1;CORRIENTE;4.423,00;5 kg
01/12/2004;2004;12;Región de Tarapacá;1;CORRIENTE;4.225,00;5 kg
01/01/2005;2005;1;Región de Tarapacá;1;CORRIENTE;4.093,00;5 kg
01/02/2005;2005;2;Región de Tarapacá;1;CORRIENTE;4.173,00;5 kg
01/03/2005;2005;3;Región de Tarapacá;1;CORRIENTE;4.085,00;5 kg
01/04/2005;2005;4;Región de Tarapacá;1;CORRIENTE;4.493,00;5 kg
01/01/2000;2000;1;Región de Antofagasta;2;CORRIENTE;2.270,00;5 kg
02/02/2000;2000;2;Región de Antofagasta;2;CORRIENTE;2.270,00;5 kg
05/03/2000;2000;3;Región de Antofagasta;2;CORRIENTE;2.330,00;5 kg
06/04/2000;2000;4;Región de Antofagasta;2;CORRIENTE;2.330,00;5 kg
08/05/2000;2000;5;Región de Antofagasta;2;CORRIENTE;2.570,00;5 kg
09/06/2000;2000;6;Región de Antofagasta;2;CORRIENTE;2.570,00;5 kg
11/07/2000;2000;7;Región de Antofagasta;2;CORRIENTE;2.700,00;5 kg
12/08/2000;2000;8;Región de Antofagasta;2;CORRIENTE;2.680,00;5 kg
13/09/2000;2000;9;Región de Antofagasta;2;CORRIENTE;2.680,00;5 kg
15/10/2000;2000;10;Región de Antofagasta;2;CORRIENTE;2.680,00;5 kg
16/11/2000;2000;11;Región de Antofagasta;2;CORRIENTE;2.995,00;5 kg
18/12/2000;2000;12;Región de Antofagasta;2;CORRIENTE;2.995,00;5 kg
01/01/2001;2001;1;Región de Antofagasta;2;CORRIENTE;3.535,00;5 kg
01/02/2001;2001;2;Región de Antofagasta;2;CORRIENTE;3.395,00;5 kg
01/03/2001;2001;3;Región de Antofagasta;2;CORRIENTE;3.115,00;5 kg
01/04/2001;2001;4;Región de Antofagasta;2;CORRIENTE;3.085,00;5 kg
01/05/2001;2001;5;Región de Antofagasta;2;CORRIENTE;3.095,00;5 kg
01/06/2001;2001;6;Región de Antofagasta;2;CORRIENTE;3.025,00;5 kg
01/07/2001;2001;7;Región de Antofagasta;2;CORRIENTE;2.885,00;5 kg
01/08/2001;2001;8;Región de Antofagasta;2;CORRIENTE;2.945,00;5 kg
01/09/2001;2001;9;Región de Antofagasta;2;CORRIENTE;2.955,00;5 kg
01/10/2001;2001;10;Región de Antofagasta;2;CORRIENTE;3.025,00;5 kg
01/11/2001;2001;11;Región de Antofagasta;2;CORRIENTE;3.015,00;5 kg
01/12/2001;2001;12;Región de Antofagasta;2;CORRIENTE;2.895,00;5 kg
01/01/2002;2002;1;Región de Antofagasta;2;CORRIENTE;2.885,00;5 kg
01/02/2002;2002;2;Región de Antofagasta;2;CORRIENTE;2.865,00;5 kg
01/03/2002;2002;3;Región de Antofagasta;2;CORRIENTE;2.875,00;5 kg
01/04/2002;2002;4;Región de Antofagasta;2;CATALITICO;3.350,00;5 kg
01/04/2002;2002;4;Región de Antofagasta;2;CORRIENTE;3.035,00;5 kg
01/05/2002;2002;5;Región de Antofagasta;2;CATALITICO;3.350,00;5 kg
01/05/2002;2002;5;Región de Antofagasta;2;CORRIENTE;3.045,00;5 kg
01/06/2002;2002;6;Región de Antofagasta;2;CATALITICO;3.400,00;5 kg
01/06/2002;2002;6;Región de Antofagasta;2;CORRIENTE;3.075,00;5 kg
01/07/2002;2002;7;Región de Antofagasta;2;CATALITICO;3.310,00;5 kg
01/07/2002;2002;7;Región de Antofagasta;2;CORRIENTE;3.050,00;5 kg
01/08/2002;2002;8;Región de Antofagasta;2;CATALITICO;3.310,00;5 kg
01/08/2002;2002;8;Región de Antofagasta;2;CORRIENTE;3.050,00;5 kg
01/09/2002;2002;9;Región de Antofagasta;2;CATALITICO;3.510,00;5 kg
01/09/2002;2002;9;Región de Antofagasta;2;CORRIENTE;3.230,00;5 kg
01/10/2002;2002;10;Región de Antofagasta;2;CATALITICO;3.730,00;5 kg
01/10/2002;2002;10;Región de Antofagasta;2;CORRIENTE;3.430,00;5 kg
01/11/2002;2002;11;Región de Antofagasta;2;CATALITICO;3.890,00;5 kg
01/11/2002;2002;11;Región de Antofagasta;2;CORRIENTE;3.525,00;5 kg
01/12/2002;2002;12;Región de Antofagasta;2;CATALITICO;3.880,00;5 kg
01/12/2002;2002;12;Región de Antofagasta;2;CORRIENTE;3.515,00;5 kg
01/01/2003;2003;1;Región de Antofagasta;2;CATALITICO;3.990,00;5 kg
01/01/2003;2003;1;Región de Antofagasta;2;CORRIENTE;3.615,00;5 kg
01/02/2003;2003;2;Región de Antofagasta;2;CATALITICO;4.180,00;5 kg
01/02/2003;2003;2;Región de Antofagasta;2;CORRIENTE;3.785,00;5 kg
01/03/2003;2003;3;Región de Antofagasta;2;CATALITICO;4.500,00;5 kg
01/03/2003;2003;3;Región de Antofagasta;2;CORRIENTE;4.075,00;5 kg
01/04/2003;2003;4;Región de Antofagasta;2;CORRIENTE;3.905,00;5 kg
01/05/2003;2003;5;Región de Antofagasta;2;CATALITICO;4.160,00;5 kg
01/05/2003;2003;5;Región de Antofagasta;2;CORRIENTE;3.765,00;5 kg
01/06/2003;2003;6;Región de Antofagasta;2;CATALITICO;4.300,00;5 kg
01/06/2003;2003;6;Región de Antofagasta;2;CORRIENTE;3.895,00;5 kg
01/07/2003;2003;7;Región de Antofagasta;2;CATALITICO;4.260,00;5 kg
01/07/2003;2003;7;Región de Antofagasta;2;CORRIENTE;3.855,00;5 kg
01/08/2003;2003;8;Región de Antofagasta;2;CATALITICO;4.230,00;5 kg
01/08/2003;2003;8;Región de Antofagasta;2;CORRIENTE;3.835,00;5 kg
01/09/2003;2003;9;Región de Antofagasta;2;CATALITICO;4.300,00;5 kg
01/09/2003;2003;9;Región de Antofagasta;2;CORRIENTE;3.895,00;5 kg
01/10/2003;2003;10;Región de Antofagasta;2;CATALITICO;4.160,00;5 kg
01/10/2003;2003;10;Región de Antofagasta;2;CORRIENTE;3.765,00;5 kg
01/11/2003;2003;11;Región de Antofagasta;2;CATALITICO;4.200,00;5 kg
01/11/2003;2003;11;Región de Antofagasta;2;CORRIENTE;3.805,00;5 kg
01/12/2003;2003;12;Región de Antofagasta;2;CATALITICO;4.210,00;5 kg
01/12/2003;2003;12;Región de Antofagasta;2;CORRIENTE;3.815,00;5 kg
01/01/2004;2004;1;Región de Antofagasta;2;CATALITICO;4.300,00;5 kg
01/01/2004;2004;1;Región de Antofagasta;2;CORRIENTE;3.895,00;5 kg
02/02/2004;2004;2;Región de Antofagasta;2;CATALITICO;4.590,00;5 kg
02/02/2004;2004;2;Región de Antofagasta;2;CORRIENTE;4.155,00;5 kg
02/03/2004;2004;3;Región de Antofagasta;2;CATALITICO;4.410,00;5 kg
02/03/2004;2004;3;Región de Antofagasta;2;CORRIENTE;3.995,00;5 kg
02/04/2004;2004;4;Región de Antofagasta;2;CATALITICO;4.370,00;5 kg
02/04/2004;2004;4;Región de Antofagasta;2;CORRIENTE;3.955,00;5 kg
01/05/2004;2004;5;Región de Antofagasta;2;CATALITICO;4.370,00;5 kg
01/05/2004;2004;5;Región de Antofagasta;2;CORRIENTE;3.955,00;5 kg
01/06/2004;2004;6;Región de Antofagasta;2;CATALITICO;4.640,00;5 kg
01/06/2004;2004;6;Región de Antofagasta;2;CORRIENTE;4.205,00;5 kg
01/07/2004;2004;7;Región de Antofagasta;2;CATALITICO;4.650,00;5 kg
01/07/2004;2004;7;Región de Antofagasta;2;CORRIENTE;4.215,00;5 kg
01/08/2004;2004;8;Región de Antofagasta;2;CATALITICO;4.850,00;5 kg
01/08/2004;2004;8;Región de Antofagasta;2;CORRIENTE;4.395,00;5 kg
01/09/2004;2004;9;Región de Antofagasta;2;CATALITICO;5.140,00;5 kg
01/09/2004;2004;9;Región de Antofagasta;2;CORRIENTE;4.655,00;5 kg
01/10/2004;2004;10;Región de Antofagasta;2;CATALITICO;4.900,00;5 kg
01/10/2004;2004;10;Región de Antofagasta;2;CORRIENTE;4.445,00;5 kg
01/11/2004;2004;11;Región de Antofagasta;2;CATALITICO;5.230,00;5 kg
01/11/2004;2004;11;Región de Antofagasta;2;CORRIENTE;4.745,00;5 kg
01/12/2004;2004;12;Región de Antofagasta;2;CATALITICO;4.970,00;5 kg
01/12/2004;2004;12;Región de Antofagasta;2;CORRIENTE;4.505,00;5 kg
01/01/2005;2005;1;Región de Antofagasta;2;CATALITICO;4.860,00;5 kg
01/01/2005;2005;1;Región de Antofagasta;2;CORRIENTE;4.405,00;5 kg
01/02/2005;2005;2;Región de Antofagasta;2;CATALITICO;4.860,00;5 kg
01/02/2005;2005;2;Región de Antofagasta;2;CORRIENTE;4.405,00;5 kg
01/03/2005;2005;3;Región de Antofagasta;2;CATALITICO;4.850,00;5 kg
01/03/2005;2005;3;Región de Antofagasta;2;CORRIENTE;4.390,00;5 kg
01/04/2005;2005;4;Región de Antofagasta;2;CATALITICO;5.300,00;5 kg
01/04/2005;2005;4;Región de Antofagasta;2;CORRIENTE;4.805,00;5 kg
01/01/2000;2000;1;Región de Atacama;3;CORRIENTE;2.357,00;5 kg
02/02/2000;2000;2;Región de Atacama;3;CORRIENTE;2.357,00;5 kg
05/03/2000;2000;3;Región de Atacama;3;CORRIENTE;2.417,00;5 kg
06/04/2000;2000;4;Región de Atacama;3;CORRIENTE;2.577,00;5 kg
08/05/2000;2000;5;Región de Atacama;3;CORRIENTE;2.687,00;5 kg
09/06/2000;2000;6;Región de Atacama;3;CORRIENTE;2.687,00;5 kg
11/07/2000;2000;7;Región de Atacama;3;CORRIENTE;2.685,00;5 kg
12/08/2000;2000;8;Región de Atacama;3;CORRIENTE;2.797,00;5 kg
13/09/2000;2000;9;Región de Atacama;3;CORRIENTE;2.797,00;5 kg
15/10/2000;2000;10;Región de Atacama;3;CORRIENTE;3.197,00;5 kg
16/11/2000;2000;11;Región de Atacama;3;CORRIENTE;3.087,00;5 kg
18/12/2000;2000;12;Región de Atacama;3;CORRIENTE;3.187,00;5 kg
01/01/2001;2001;1;Región de Atacama;3;CORRIENTE;3.617,00;5 kg
01/02/2001;2001;2;Región de Atacama;3;CORRIENTE;3.407,00;5 kg
