Servicentro,Region,Provincia,Comuna,Dirección,Coordenadas,Tipo de Atención,Gasolina 93 $/L,Petróleo Diesel $/L,Gasolina 95 $/L,GLP Vehicular $/m3,GNC $/m3,Gasolina 97 $/L,Kerosene $/L,Úlima Actualización
SHELL,Biobío,Concepción,Concepción,Los Carrera 420,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1307,1053,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Paicavi 1769,36º0'0""S 73º0'0""W,Asistido,1239,978,1275,0,0,1305,0,21 oct. 2025
SHELL,Biobío,Concepción,Concepción,Paicavi 1769,36º0'0""S 73º0'0""W,Autoservicio,1233,972,1269,0,0,1299,0,21 oct. 2025
Sin Bandera,Biobío,Concepción,Concepción,Manuel Gutierrez 2429,36º0'0""S 73º0'0""W,Asistido,1277,996,1305,0,0,1344,0,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Avda Ramón Carrasco 217,36º0'0""S 73º0'0""W,Asistido,1259,994,1280,0,0,1305,1054,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Avda Ramón Carrasco 217,36º0'0""S 73º0'0""W,Autoservicio,1251,986,1272,0,0,1297,0,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Los Carerra 1499,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1307,1053,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Los Carrera 218,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1307,1053,9 oct. 2025
TERPEL,Biobío,Concepción,Concepción,Pedro Lagos NºA 130,36º0'0""S 73º0'0""W,Asistido,1228,962,1257,0,0,0,0,18 sept. 2025
AGUESAN,Biobío,Concepción,Concepción,Av Collao 1898,36º0'0""S 73º0'0""W,Asistido,1259,998,1284,0,0,0,0,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,Arturo Prat 998,36º0'0""S 73º0'0""W,Asistido,1252,996,1275,0,0,1307,1036,23 oct. 2025
COPEC,Biobío,Concepción,Coronel,Sotomayor esq. Valle Lota 1300,37º0'0""S 73º0'0""W,Asistido,1252,995,1284,0,0,1311,1025,9 oct. 2025
COPEC,Biobío,Concepción,Coronel,Los Carrera 176,37º0'0""S 73º0'0""W,Asistido,1252,995,1284,0,0,1311,1043,9 oct. 2025
COPEC,Biobío,Concepción,Coronel,JUAN ANTONIO RIOS 2243,36º0'0""S 73º0'0""W,Asistido,1253,995,1284,0,0,1311,1072,9 oct. 2025
ARAMCO,Biobío,Concepción,Coronel,Manuel Montt 699,37º0'0""S 73º0'0""W,Asistido,1255,989,1279,0,0,1298,1068,6 sept. 2025
ARAMCO,Biobío,Concepción,Coronel,Ruta 160 km 19 6750,36º0'0""S 73º0'0""W,Asistido,1257,996,1287,0,0,1312,1057,9 oct. 2025
ARAMCO,Biobío,Concepción,Coronel,Av. Carlos Prat Gonzalez # 1405,37º0'0""S 73º0'0""W,Asistido,1252,996,1284,0,0,1311,0,9 oct. 2025
ARAMCO,Biobío,Concepción,Coronel,Manuel Montt 2320,36º0'0""S 73º0'0""W,Asistido,1252,985,1284,0,0,1311,1034,9 oct. 2025
SHELL,Biobío,Concepción,Coronel,Avda. Carlos Prats 1300,37º0'0""S 73º0'0""W,Asistido,1252,995,1284,0,0,1311,1042,9 oct. 2025
SHELL,Biobío,Concepción,Coronel,Camino a Coronel Km. 19,36º0'0""S 73º0'0""W,Asistido,1256,995,1286,0,0,1313,0,9 oct. 2025
COPEC,Biobío,Concepción,Chiguayante,OHIGGINS 2160,36º0'0""S 73º0'0""W,Asistido,1260,1000,1284,0,0,1308,1054,16 oct. 2025
COPEC,Biobío,Concepción,Chiguayante,MANUEL RODRIGUEZ 725,36º0'0""S 73º0'0""W,Asistido,1260,1000,1284,0,0,1308,1054,9 oct. 2025
COPEC,Biobío,Concepción,Chiguayante,CALLE 8 ORIENTE 750,36º0'0""S 73º0'0""W,Asistido,1260,1000,1284,0,0,1308,1054,9 oct. 2025
PETROBRAS,Biobío,Concepción,Chiguayante,MANUEL RODRIGUEZ 1562,36º0'0""S 73º0'0""W,Asistido,1260,1000,1284,0,0,1308,1036,9 oct. 2025
SHELL,Biobío,Concepción,Chiguayante,Manuel Rodríguez 2175,36º0'0""S 73º0'0""W,Asistido,1260,1000,1284,0,0,1311,1054,9 oct. 2025
COPEC,Biobío,Concepción,Florida,GENERAL LAGOS esq E. RAMIREZ S 666,36º0'0""S 72º0'0""W,Asistido,1256,993,1279,0,0,1306,1054,9 oct. 2025
COPEC,Biobío,Concepción,Lota,"BANNEN, ESQ. SERRANO 0",37º0'0""S 73º0'0""W,Asistido,1249,994,1277,0,0,1311,1088,9 oct. 2025
Sin Bandera,Biobío,Concepción,Lota,Carlos Cousiño 680,37º0'0""S 73º0'0""W,Asistido,1249,993,1276,0,0,1311,0,9 oct. 2025
REDSUR,Biobío,Concepción,Lota,Ruta 160 Km 42 0,37º0'0""S 73º0'0""W,Asistido,1249,993,1281,0,0,1305,0,9 oct. 2025
SHELL,Biobío,Concepción,Lota,Serrano 701,37º0'0""S 73º0'0""W,Asistido,1249,994,1277,0,0,1311,1088,9 oct. 2025
COPEC,Biobío,Concepción,Penco,COSMITO PARCELA N°3 LOTE 1 CAMINO A PENCO 0,36º0'0""S 73º0'0""W,Asistido,1261,998,1284,0,0,1307,0,9 oct. 2025
COPEC,Biobío,Concepción,Penco,CALLE PENCO 25,36º0'0""S 72º0'0""W,Asistido,1258,991,1282,0,0,1306,1015,9 oct. 2025
COPEC,Biobío,Concepción,Penco,CAMILO HENRIQUEZ 8,36º0'0""S 72º0'0""W,Asistido,1259,992,1283,0,0,1307,1016,10 oct. 2025
COPEC,Biobío,Concepción,Penco,"ruta 150 km 3,75 000",36º0'0""S 73º0'0""W,Asistido,1261,998,1284,0,0,1307,0,9 oct. 2025
REDSUR,Biobío,Concepción,Penco,Yerbas Buenas 299,36º0'0""S 72º0'0""W,Asistido,1258,991,1282,0,0,1306,1015,9 oct. 2025
SHELL,Biobío,Concepción,Penco,Carretera del Itata Km. 12,36º0'0""S 72º0'0""W,Asistido,1261,998,1284,0,0,1312,0,9 oct. 2025
COPEC,Biobío,Concepción,San Pedro de la Paz,PEDRO AGUIRRE CERDA 299,36º0'0""S 73º0'0""W,Asistido,1256,996,1285,0,0,1309,1055,9 oct. 2025
COPEC,Biobío,Concepción,San Pedro de la Paz,AV. MICHIMALONCO 1300,36º0'0""S 73º0'0""W,Asistido,1257,998,1286,0,0,1310,1055,9 oct. 2025
COPEC,Biobío,Concepción,San Pedro de la Paz,AV. MICHIMALONCO 1300,36º0'0""S 73º0'0""W,Autoservicio,1251,992,1280,0,0,1304,0,9 oct. 2025
COPEC,Biobío,Concepción,San Pedro de la Paz,CAMINO CORONEL A CONCEPCIÓN 7171,36º0'0""S 73º0'0""W,Asistido,1257,996,1287,0,0,1312,1055,9 oct. 2025
ARAMCO,Biobío,Concepción,San Pedro de la Paz,Av. Pedro A. Cerda 2155,36º0'0""S 73º0'0""W,Asistido,1257,996,1287,0,0,1312,1057,9 oct. 2025
SHELL,Biobío,Concepción,San Pedro de la Paz,AVDA. MICHIMALONCO 1130,36º0'0""S 73º0'0""W,Asistido,1257,998,1286,0,0,1310,1055,9 oct. 2025
SHELL,Biobío,Concepción,San Pedro de la Paz,AVDA. MICHIMALONCO 1130,36º0'0""S 73º0'0""W,Autoservicio,1251,992,1280,0,0,1304,0,9 oct. 2025
SHELL,Biobío,Concepción,San Pedro de la Paz,Portal de San Pedro 6950,36º0'0""S 73º0'0""W,Asistido,1257,996,1286,0,0,1310,0,9 oct. 2025
SHELL,Biobío,Concepción,San Pedro de la Paz,Las Violetas 1292,36º0'0""S 73º0'0""W,Asistido,1257,998,1286,0,0,1310,1055,9 oct. 2025
SHELL,Biobío,Concepción,San Pedro de la Paz,Las Violetas 1292,36º0'0""S 73º0'0""W,Autoservicio,1251,992,1280,0,0,1304,0,9 oct. 2025
ARAMCO,Biobío,Concepción,Santa Juana,Av. Lautaro 1100,37º0'0""S 72º0'0""W,Asistido,1260,992,1285,0,0,1308,1051,9 oct. 2025
COPEC,Biobío,Concepción,Santa Juana,"Lautaro , Acceso Santa Juana 1262",37º0'0""S 72º0'0""W,Asistido,1260,992,1285,0,0,1308,1069,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,VALDIVIA 60,36º0'0""S 73º0'0""W,Asistido,1236,978,1263,0,0,1293,1021,10 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,PEREZ GACITUA 190,36º0'0""S 73º0'0""W,Asistido,1237,980,1265,0,0,1291,1044,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,"JORGE MONTT S/N, BASE NAVAL 0",36º0'0""S 73º0'0""W,Asistido,1237,995,1265,0,0,1286,0,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,GRAN BRETANA 5475,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1305,1025,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,Autopista Concepción Talcahuano 7001,36º0'0""S 73º0'0""W,Asistido,1260,999,1284,0,0,1308,1054,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,Autopista Concepción Talcahuano 7001,36º0'0""S 73º0'0""W,Autoservicio,1254,993,1278,0,0,1302,0,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,AMERICO VESPUCIO 434,36º0'0""S 73º0'0""W,Asistido,1260,999,1284,0,0,1307,0,9 oct. 2025
PETROBRAS,Biobío,Concepción,Talcahuano,Av. Las Golondrinas 1895,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1305,1043,9 oct. 2025
ARAMCO,Biobío,Concepción,Talcahuano,Av. Blanco Encalada 702,36º0'0""S 73º0'0""W,Asistido,1237,980,1265,0,0,1291,1026,9 oct. 2025
PETROBRAS,Biobío,Concepción,Talcahuano,Malaquías Concha 770,36º0'0""S 73º0'0""W,Asistido,1235,978,1263,0,0,1289,0,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Colon 3300,36º0'0""S 73º0'0""W,Asistido,1237,980,1265,0,0,1296,1039,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Colon 3300,36º0'0""S 73º0'0""W,Autoservicio,1231,974,1259,0,0,1290,0,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Avda. Las Golondrinas 1204,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1310,1043,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Autopista Concepción Talcahuano 6461,36º0'0""S 73º0'0""W,Asistido,1260,999,1284,0,0,1308,0,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Autopista Concepción Talcahuano 6461,36º0'0""S 73º0'0""W,Autoservicio,1254,993,1278,0,0,1302,0,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Toribio Medina 444,36º0'0""S 73º0'0""W,Asistido,1232,975,1260,0,0,0,0,9 oct. 2025
SOCORRO,Biobío,Concepción,Talcahuano,Bilbao 404,36º0'0""S 73º0'0""W,Asistido,1236,978,1263,0,0,0,1039,9 oct. 2025
COPEC,Biobío,Concepción,Tomé,AV. LATORRE 750,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1300,1019,9 oct. 2025
COPEC,Biobío,Concepción,Tomé,Daniel Vera 1322 1322,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1300,1037,9 oct. 2025
ARAMCO,Biobío,Concepción,Tomé,Serrano 855,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1300,1019,9 oct. 2025
SHELL,Biobío,Concepción,Tomé,Mariano Egaña 986,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1305,1033,9 oct. 2025
COPEC,Biobío,Concepción,Hualpén,COLON 7601,36º0'0""S 73º0'0""W,Asistido,1247,996,1279,0,0,1306,1008,8 oct. 2025
COPEC,Biobío,Concepción,Hualpén,Autopista Concepción - Talcahuano 8360,36º0'0""S 73º0'0""W,Asistido,1259,998,1283,0,0,1306,1054,9 oct. 2025
COPEC,Biobío,Concepción,Hualpén,Autopista Concepción - Talcahuano 8360,36º0'0""S 73º0'0""W,Autoservicio,1253,992,1277,0,0,1300,0,9 oct. 2025
SHELL,Biobío,Concepción,Hualpén,AVDA CRISTOBAL COLON 8955,36º0'0""S 73º0'0""W,Asistido,1247,996,1279,0,0,1306,1032,9 oct. 2025
COPEC,Biobío,Arauco,Lebu,"ANDRES BELLO, ESQ. J. A. RIOS 0",37º0'0""S 73º0'0""W,Asistido,1266,1004,1293,0,0,1321,1068,9 oct. 2025
SHELL,Biobío,Arauco,Lebu,Alcazar 30,37º0'0""S 73º0'0""W,Asistido,1273,995,1302,0,0,1332,0,18 jul. 2025
COPEC,Biobío,Arauco,Arauco,CONDELL ESQ. KORNER 0,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,1313,1038,9 oct. 2025
COPEC,Biobío,Arauco,Arauco,"RUTA 160 S/N KM 48,9 0",37º0'0""S 73º0'0""W,Asistido,1262,994,1288,0,0,1312,0,9 oct. 2025
Sin Bandera,Biobío,Arauco,Arauco,Llico 0,37º0'0""S 73º0'0""W,Asistido,1276,1000,1299,0,0,0,0,9 oct. 2025
REDSUR,Biobío,Arauco,Arauco,Camino Arauco Carampangue 755,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,1313,1056,9 oct. 2025
Sin Bandera,Biobío,Arauco,Arauco,Ruta 160 Km 65 Carampangue. Arauco 65,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,0,0,9 oct. 2025
SHELL,Biobío,Arauco,Arauco,Ruta p20 lote 3 153,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,1313,1056,9 oct. 2025
COPEC,Biobío,Arauco,Cañete,AV. PRESIDENTE FREI 1063,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,1069,9 oct. 2025
CKR,Biobío,Arauco,Cañete,RUTA P60 CON COVADONGA S/N LOTE 7 0,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,0,9 oct. 2025
ARAMCO,Biobío,Arauco,Cañete,Avenida Presidente Frei 1151,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,0,9 oct. 2025
SHELL,Biobío,Arauco,Cañete,Avda. Presidente Frei s/n° 0,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,0,9 oct. 2025
SHELL,Biobío,Arauco,Cañete, Saavedra /Covadonga 591,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,1103,9 oct. 2025
COPEC,Biobío,Arauco,Contulmo,Ignacio Carrera Pinto 315,38º0'0""S 73º0'0""W,Asistido,1267,1012,1295,0,0,1321,0,9 oct. 2025
COPEC,Biobío,Arauco,Curanilahue,AV. OHIGGINS          S/N 0,37º0'0""S 73º0'0""W,Asistido,1269,1010,1293,0,0,1318,0,10 oct. 2025
SHELL,Biobío,Arauco,Curanilahue,O'Higgins 905,37º0'0""S 73º0'0""W,Asistido,1269,1010,1293,0,0,1318,1220,10 oct. 2025
COPEC,Biobío,Arauco,Los Álamos,AV. IGNACIO CARRERA PINTO 24,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1318,0,9 oct. 2025
COPEC,Biobío,Arauco,Los Álamos,AV. DIEGO PORTALES 1855,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1318,1044,9 oct. 2025
COPEC,Biobío,Arauco,Tirúa,"LOTE 6 B S/N, SECTOR PONOTRO TIRUA 0",38º0'0""S 73º0'0""W,Asistido,1282,1018,1299,0,0,1319,0,9 oct. 2025
SIN BANDERA,Biobío,Arauco,Tirúa,"Tirua Sur km 1, Lote A 00",38º0'0""S 73º0'0""W,Asistido,1291,1025,1310,0,0,0,0,15 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,AV. GABRIELA MISTRAL 1625,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1284,1025,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,RUTA PANAMERICANA SUR KM. 506 0,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1274,0,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,KM 18 CAMINO ANTUCO 0,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1274,0,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,VALDIVIA 100,37º0'0""S 72º0'0""W,Asistido,1230,978,1253,0,0,1279,1039,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,AV. VICUÑA MACKENNA 1241,37º0'0""S 72º0'0""W,Asistido,1236,984,1259,0,0,1285,1025,9 oct. 2025
SIN BANDERA,Biobío,Biobío,Los Ángeles,VILLAGRAN 766,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,1273,1043,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,"RUTA 5 SUR KM 518,5 0",37º0'0""S 72º0'0""W,Asistido,1270,1010,1288,0,0,1307,0,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,"RUTA 5 SUR KM 484, SALIDA NORTE 0",37º0'0""S 72º0'0""W,Asistido,1257,991,1285,0,0,1321,0,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,AV. ERCILLA 795,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,1273,1038,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,ALMAGRO 1198,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,1273,1040,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,Avda. Alemania 1065,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1279,1040,9 oct. 2025
Sin Bandera,Biobío,Biobío,Los Ángeles,Villagran 747,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,0,0,9 oct. 2025
HN,Biobío,Biobío,Los Ángeles,Diego de Almagro 1806,37º0'0""S 72º0'0""W,Asistido,1242,986,1258,0,0,0,1003,20 oct. 2025
SIN BANDERA,Biobío,Biobío,Los Ángeles,Loteo El Avellanito A- 2,37º0'0""S 72º0'0""W,Asistido,0,1017,0,0,0,0,0,9 oct. 2025
Combustibles Nancagua SPA,Biobío,Biobío,Los Ángeles,"CAMINO SIN NÃšMERO, LOTE A 4350",37º0'0""S 72º0'0""W,Asistido,0,1012,0,0,0,0,0,16 oct. 2025
ARAMCO,Biobío,Biobío,Los Ángeles,AV. LAS INDUSTRIAS 9025,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1274,0,9 oct. 2025
ARAMCO,Biobío,Biobío,Los Ángeles,OHiggins 100,37º0'0""S 72º0'0""W,Asistido,1236,984,1259,0,0,1284,1039,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Ricardo Vicuña /Blanco Encalada 790,37º0'0""S 72º0'0""W,Asistido,1236,984,1259,0,0,1284,1039,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Sor Vicenta 2010,37º0'0""S 72º0'0""W,Asistido,1237,989,1261,0,0,1277,1039,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Avda. Alemania 470,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1284,1040,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Colon /Orompello 1098,37º0'0""S 72º0'0""W,Autoservicio,1228,981,1253,0,0,1267,0,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Av. Francisco Encina 875,37º0'0""S 72º0'0""W,Autoservicio,1221,969,1244,0,0,1270,0,9 oct. 2025
ARAMCO,Biobío,Biobío,Los Ángeles,Av. Gabriela Mistral 1255,37º0'0""S 72º0'0""W,Asistido,1247,945,1273,0,0,1295,971,22 may. 2025
PETROBRAS,Biobío,Biobío,Los Ángeles,Colón 810,37º0'0""S 72º0'0""W,Asistido,1226,977,1253,0,0,1269,0,18 sept. 2025
SHELL,Biobío,Biobío,Los Ángeles,Avenida Las Industrias 6250,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1274,0,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Ruta 5 sur km 493,37º0'0""S 72º0'0""W,Asistido,1257,991,1285,0,0,1326,0,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,Vicuña Mackenna 130,37º0'0""S 72º0'0""W,Asistido,1227,984,1250,0,0,1276,1040,22 oct. 2025
COPEC,Biobío,Biobío,Cabrero,"RUTA Q-50, KM 11",37º0'0""S 72º0'0""W,Asistido,1257,986,1285,0,0,1316,0,9 oct. 2025
COPEC,Biobío,Biobío,Cabrero,SALIDA CAMINO CABRERO A CONCEPCION 0,37º0'0""S 72º0'0""W,Asistido,1258,975,1279,0,0,1316,1061,12 oct. 2025
Sin Bandera,Biobío,Biobío,Cabrero,GENERAL CRUZ 280,36º0'0""S 72º0'0""W,Asistido,1258,975,1279,0,0,0,0,9 oct. 2025
WR FENIX,Biobío,Biobío,Cabrero,"KILOMETRO 1,3 CAMINO CABRERO - MONTE ÁGUILA",37º0'0""S 72º0'0""W,Asistido,1252,975,0,0,0,0,0,13 oct. 2025
GASOLINERA MONTE AGUILA,Biobío,Biobío,Cabrero,Zañartu 95,37º0'0""S 72º0'0""W,Asistido,1245,965,1278,0,0,0,0,18 sept. 2025
Gasolinera Makal,Biobío,Biobío,Cabrero,Camino a Quinel Km 4.5,36º0'0""S 72º0'0""W,Asistido,1253,924,1291,0,0,0,0,15 may. 2025
Dale Combustibles,Biobío,Biobío,Cabrero,Manuel Palacios 369,37º0'0""S 72º0'0""W,Asistido,1258,975,1279,0,0,0,0,11 oct. 2025
SHELL,Biobío,Biobío,Cabrero,Ruta 5 Sur Km.470 Monte Aguila 0,37º0'0""S 72º0'0""W,Asistido,1257,986,1285,0,0,1321,0,9 oct. 2025
COPEC,Biobío,Biobío,Laja,AV. LOS RIOS 745,37º0'0""S 72º0'0""W,Asistido,1263,1007,1281,0,0,1304,1068,9 oct. 2025
SHELL,Biobío,Biobío,Laja,Av. Los Rios 801,37º0'0""S 72º0'0""W,Asistido,1263,1007,1281,0,0,1309,0,9 oct. 2025
Infigas,Biobío,Biobío,Laja,Arturo Prat 429,37º0'0""S 72º0'0""W,Asistido,1263,1007,1281,0,0,0,0,11 oct. 2025
COPEC,Biobío,Biobío,Mulchén,LASTARRIA 11,37º0'0""S 72º0'0""W,Asistido,1268,1010,1288,0,0,1309,1046,9 oct. 2025
SHELL,Biobío,Biobío,Mulchén,Av. Matta/P.Lagos 3020,37º0'0""S 72º0'0""W,Asistido,1268,1010,1288,0,0,1312,0,9 oct. 2025
TERPEL,Biobío,Biobío,Mulchén,Anibal Pinto 170,37º0'0""S 72º0'0""W,Asistido,1270,1012,1290,0,0,1309,0,9 oct. 2025
COPEC,Biobío,Biobío,Nacimiento,"LOS CARRERA, ESQ. LAUTARO 61",37º0'0""S 72º0'0""W,Asistido,1274,1012,1293,0,0,1305,1068,9 oct. 2025
SHELL,Biobío,Biobío,Nacimiento,Avda. Julio Hemmelman 199,37º0'0""S 72º0'0""W,Asistido,1274,1012,1293,0,0,1305,0,9 oct. 2025
SHELL,Biobío,Biobío,Nacimiento,Avda. Julio Hemmelman 165,37º0'0""S 72º0'0""W,Asistido,1274,1012,1293,0,0,1305,0,9 oct. 2025
COPEC,Biobío,Biobío,Santa Bárbara,PRAT 942,37º0'0""S 72º0'0""W,Asistido,1267,1008,1287,0,0,1306,1067,9 oct. 2025
SHELL,Biobío,Biobío,Santa Bárbara,"Arturo Prat s/n, km 0,5 Camino a Los Angeles 0",37º0'0""S 72º0'0""W,Asistido,1267,1008,1287,0,0,1306,1087,9 oct. 2025
COPEC,Biobío,Biobío,Tucapel,Lautaro 313,37º0'0""S 71º0'0""W,Asistido,1262,994,1287,0,0,1310,0,9 oct. 2025
PETROBRAS,Biobío,Biobío,Tucapel,Av. Linares 1027,37º0'0""S 71º0'0""W,Asistido,1262,995,1287,0,0,1311,0,9 oct. 2025
SHELL,Biobío,Biobío,Tucapel, Av.   Ecuador 122,37º0'0""S 71º0'0""W,Asistido,1262,994,1287,0,0,1310,0,9 oct. 2025
COPEC,Biobío,Biobío,Yumbel,"CRUZ, ESQ. LAS HERAS 0",37º0'0""S 72º0'0""W,Asistido,1261,992,1278,0,0,1310,1055,13 oct. 2025
Infigas,Biobío,Biobío,Yumbel,20 de Enero 440,37º0'0""S 72º0'0""W,Asistido,1265,958,1284,0,0,0,0,20 may. 2025
NEWEN,Biobío,Biobío,Yumbel,O'Higgins 1794,37º0'0""S 72º0'0""W,Asistido,1261,992,1278,0,0,0,0,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,"RUTA 5 SUR S/N, KM 682 0",38º0'0""S 72º0'0""W,Asistido,1279,1022,1303,0,0,1324,0,15 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,RUDECINDO ORTEGA 02011,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,"GRAL. MACKENNA, ESQ. VARAS 712",38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Rudecindo Ortega 1471,38º0'0""S 72º0'0""W,Asistido,1280,1023,1304,0,0,1324,1055,10 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Rudecindo Ortega 1471,38º0'0""S 72º0'0""W,Autoservicio,1272,1015,1296,0,0,1316,0,11 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Avda. Caupolicán 0451,38º0'0""S 72º0'0""W,Asistido,128,1023,1303,0,0,1324,1096,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Avda. BALMACEDA 1629,38º0'0""S 72º0'0""W,Asistido,1274,1014,1298,0,0,1323,1077,11 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Avda. BALMACEDA 1629,38º0'0""S 72º0'0""W,Autoservicio,1266,1006,1290,0,0,1315,0,11 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,"AV. SAN MARTIN, ESQ. URUGUAY 0884",38º0'0""S 72º0'0""W,Asistido,1282,1024,1304,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,"AV. SAN MARTIN, ESQ. URUGUAY 0884",38º0'0""S 72º0'0""W,Autoservicio,1274,1016,1296,0,0,1316,0,11 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,General Mackenna 725,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Av. Alemania 083,38º0'0""S 72º0'0""W,Asistido,1279,1023,1303,0,0,1326,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Av. Alemania 083,38º0'0""S 72º0'0""W,Autoservicio,1271,1015,1295,0,0,1318,0,11 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,RUTA S-30  KM 6.2 0,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
HN,La Araucanía,Cautín,Temuco,AVENIDA PEDRO DE VALDIVIA 2610,38º0'0""S 72º0'0""W,Asistido,1266,1021,1289,0,0,0,1045,10 oct. 2025
ARAMCO,La Araucanía,Cautín,Temuco,CAMINO LABRANZA RUTA S-30 N° 09761 lote 104-1 botrolhue 0,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,0,9 oct. 2025
Coopeserau,La Araucanía,Cautín,Temuco,Av. Caupolicán 1482,38º0'0""S 72º0'0""W,Asistido,1280,1022,1303,0,0,1325,0,9 oct. 2025
